# ----------------------------------------
# Sider og skjermer: Sidebane og skjermklasse
# Konto: House of Yachts
# Område: House of Yachts - GA4
# ----------------------------------------
# 
# Alle brukere
# Startdato: 20250101
# Sluttdato: 20260418
Sidebane og skjermklasse,Visninger,Aktive brukere,Visninger per aktive bruker,Gjennomsnittlig engasjementstid per aktive bruker,Antall hendelser,Viktige hendelser,Totale inntekter
/en/Baater/storebro-430-biscay,10,9,1.1111111111111112,41.44444444444444,30,0,0
/post/2021-goldfish-23-tender-mkiii-for-salg,10,8,1.25,20.125,38,0,0
/post/beneteau-mc6s-for-salg,10,9,1.1111111111111112,42.22222222222222,25,0,0
/post/fleming-58-for-salg,10,7,1.4285714285714286,17.142857142857142,22,0,0
/Baater/,9,3,3,5.666666666666667,16,0,0
/Baater/brig-eagle-8-hankø-edition,9,7,1.2857142857142858,12.142857142857142,25,0,0
/Baater/capelli-tempest-1000,9,8,1.125,18.125,32,0,0
/Baater/sunseeker-manhattan-73,9,8,1.125,77.375,24,0,0
/blogg/page/2,9,6,1.5,13,23,0,0
/blogg/page/4,9,4,2.25,19.5,16,0,0
/en/Baater/goldfish-29-rib-tender,9,8,1.125,8.75,27,0,0
/en/Baater/goldfish-29-rib-tender---2009,9,7,1.2857142857142858,67.28571428571429,22,0,0
/post/goldfish-30-sport-oppgradere-fra-goldfish-29-sport,9,8,1.125,11.875,30,0,0
/post/månedens-båt-princess-f70,9,8,1.125,27.375,31,0,0
/post/solgt,9,9,1,12,33,0,0
/post/solgt-bayline-avanti-4085,9,9,1,6.444444444444445,36,0,0
/post/solgt-grand-banks-47-eu-heritage-edition,9,7,1.2857142857142858,29.857142857142858,18,0,0
/post/solgt-modesty-33-sc,9,8,1.125,46.375,32,0,0
/post/solgt-nimbus-29-nova,9,7,1.2857142857142858,9.571428571428571,28,0,0
/Baater/beneteau-gran-turismo-38,8,8,1,4.25,21,0,0
/Baater/pershing-64,8,8,1,37.25,22,0,0
/Baater/wolstenholme-38,8,8,1,43.75,19,0,0
/detailing,8,8,1,6.25,27,0,0
/en/Baater/bavaria-35-sport,8,8,1,61.75,22,0,0
/en/Baater/jeanneau-sun-odyssey-519,8,8,1,24,19,0,0
/en/Baater/sargo-25,8,4,2,40.25,21,0,0
/en/Baater/skorgenes-350-fly,8,6,1.3333333333333333,11.5,26,0,0
/en/Baater/swan-48,8,5,1.6,29.8,13,0,0
/post/nytt-navn-house-of-yachts,8,5,1.6,27,24,0,0
/post/solgt-comtesse-liberty,8,6,1.3333333333333333,28.5,24,0,0
/post/solgt-scand-baltic-29,8,7,1.1428571428571428,11.857142857142858,29,0,0
/post/windy-26-kharma-for-salg,8,7,1.1428571428571428,12.428571428571429,29,0,0
/Baater,7,7,1,2.5714285714285716,12,0,0
/Baater/goldfish-29-sport---2015,7,6,1.1666666666666667,17.333333333333332,23,0,0
/Baater/goldfish-30-sport---2022-,7,7,1,13.857142857142858,14,0,0
/Baater/nordkapp-airborne-7,7,6,1.1666666666666667,23,18,0,0
/blogg/categories/råd-og-tips,7,8,0.875,28.625,17,0,0
/blogg/page/6,7,6,1.1666666666666667,7,23,0,0
/blogg/search,7,5,1.4,17.2,12,0,0
/en/Baater/askeladden-c83,7,5,1.4,33,19,0,0
/en/Baater/candela-c-8,7,7,1,16.428571428571427,18,0,0
/en/Baater/goldfish-30-sport-,7,6,1.1666666666666667,39.833333333333336,8,0,0
/en/Baater/goldfish-38-supersport---,7,6,1.1666666666666667,44,13,0,0
/en/Baater/pardo-p43,7,9,0.7777777777777778,32.77777777777778,24,0,0
/en/Baater/windy-35-khamsin,7,4,1.75,9.25,19,0,0
/post/solgt-beneteau-figaro-2,7,6,1.1666666666666667,69.5,18,0,0
/post/solgt-nimbus-33-nova,7,6,1.1666666666666667,5.166666666666667,25,0,0
/post/solgt-nimbus-35-nova-ht-1,7,7,1,5.428571428571429,24,0,0
/Baater/chris-craft-25-corsair-2008,6,2,3,56,14,0,0
/Baater/goldfish-23-tender-2017,6,6,1,48,14,0,0
/Baater/riva-76-perseo,6,6,1,76,9,0,0
/Baater/vandutch-40-open---2008,6,5,1.2,52.6,7,0,0
/blogg/categories/bloggposter,6,6,1,27.833333333333332,9,0,0
/blogg/page/7,6,4,1.5,23,19,0,0
/en/Baater/marex-360-cc---2022,6,5,1.2,19.6,19,0,0
/en/Baater/nimbus-c11,6,6,1,13.5,18,0,0
/en/Baater/princess-f70,6,4,1.5,22.5,6,0,0
/en/Baater/windy-7500,6,3,2,6.333333333333333,15,0,0
/post/goldfish-29-sport-for-salg-2,6,5,1.2,3.2,22,0,0
/Baater/boston-whaler-370-outrage,5,4,1.25,11.5,17,0,0
/Baater/lagoon-39,5,5,1,0.4,16,0,0
/Baater/vitters-18.50,5,5,1,0,15,0,0
/blogg/tags/nautibuoy,5,3,1.6666666666666667,24,9,0,0
/blogg/tags/sommerjobb,5,2,2.5,210.5,5,0,0
/en/Baater/beneteau-mc6s,5,2,2.5,415.5,9,0,0
/en/Baater/goldfish-28-tender-merc-400r,5,5,1,30.4,5,0,0
/en/Baater/goldfish-38-sport,5,3,1.6666666666666667,39,6,0,0
/en/Baater/grand-banks-52-europa,5,4,1.25,173.5,12,0,0
/en/Baater/grand-banks-eastbay-45sx,5,3,1.6666666666666667,68.66666666666667,9,0,0
/en/Baater/ibiza-881-t-special-edition,5,4,1.25,45.75,16,0,0
/en/Baater/lagoon-52-f,5,5,1,4.6,10,0,0
/en/Baater/nimbus-t11,5,5,1,13.2,12,0,0
/en/Baater/nimbus-t9,5,5,1,11.6,8,0,0
/en/Baater/princess-25m,5,5,1,9.6,16,0,0
/en/bater-til-salgs,5,5,1,1.6,9,0,0
/post/archambault-a-31-for-salg,5,4,1.25,7.75,15,0,0
/Baater/axopar-37-,4,4,1,8.25,14,0,0
/Baater/chris-craft-25-corsair-2005,4,4,1,15.25,5,0,0
/blogg/categories/markedsnyheter/page/2,4,4,1,12.25,7,0,0
/blogg/page/8,4,4,1,5,10,0,0
/blogg/tags/båt,4,2,2,9.5,8,0,0
/blogg/tags/fleming,4,4,1,5.75,8,0,0
/en/Baater/anytec-860-spd,4,3,1.3333333333333333,66.33333333333333,11,0,0
/en/Baater/brig-eagle-8---2022,4,4,1,22.5,4,0,0
/en/Baater/fleming-58,4,4,1,4.25,14,0,0
/en/Baater/goldfish-30-sport,4,4,1,37,7,0,0
/en/Baater/goldfish-38-supersport-,4,4,1,18,5,0,0
/en/Baater/nimbus-w9---2020,4,4,1,9.75,10,0,0
/en/Baater/nordkapp-905-grand-coupe,4,4,1,51.25,9,0,0
/en/Baater/windy-28-ghibli---2001,4,4,1,1.5,14,0,0
/en/Baater/windy-28-ghibli-kad-300,4,4,1,23.75,17,0,0
/post/candela-speedboats,4,3,1.3333333333333333,29.333333333333332,11,0,0
/post/kragstad-partners-video-update-ep-3,4,2,2,19,12,0,0
/post/ledig-stilling-innholdsprodusent-some-ansvarlig,4,5,0.8,0,13,0,0
/post/månedens-båt-itama-forty,4,4,1,18.75,10,0,0
/post/månedens-båt-vitters-18-50,4,4,1,71.5,5,0,0
/post/nordkapp-airborn-7-for-salg,4,4,1,35.5,9,0,0
/post/saffier-se-33-ud-for-salg,4,3,1.3333333333333333,14.666666666666666,11,0,0
/post/seabreacher-z-for-salg,4,4,1,3,11,0,0
/post/solgt-aquador-26-dc,4,4,1,7,15,0,0
/post/solgt-axopar-28-open,4,4,1,12,15,0,0
/post/solgt-capelli-tempest-1000,4,2,2,29,9,0,0
/post/solgt-goldfish-23-tender,4,2,2,5.5,10,0,0
/Baater/askeladden-p80-weekend,3,3,1,0,9,0,0
/Baater/cranchi-41-endurance,3,2,1.5,0.5,9,0,0
/Baater/jeanneau-,3,3,1,0,9,0,0
/Baater/jeanneau-sun-odyssey-519medlem,3,1,3,10,6,0,0
/Baater/viksund-290/310-st.-cruz,3,3,1,18,12,0,0
/baater/nimbus-w9-t-top,3,2,1.5,0,5,0,0
/blogg/categories/markedsnyheter/page/3,3,3,1,11,10,0,0
/blogg/search/q,3,1,3,9,6,0,0
/blogg/tags/ledig-stilling,3,2,1.5,29,4,0,0
/en/Baater/arctic-blue-27-mkii,3,2,1.5,10.5,6,0,0
/en/Baater/axopar-28-open-2019,3,2,1.5,27,5,0,0
/en/Baater/azimut-atlantis-40-ht,3,3,1,27.333333333333332,12,0,0
/en/Baater/baltic-kragerø-34,3,3,1,36.666666666666664,8,0,0
/en/Baater/bavaria-44-vision,3,2,1.5,41.5,9,0,0
/en/Baater/beneteau-41-swift-trawler-sedan,3,3,1,64.66666666666667,4,0,0
/en/Baater/cormate-35-chase,3,3,1,19.666666666666668,3,0,0
/en/Baater/goldfish-38-supersport,3,3,1,2.3333333333333335,12,0,0
/en/Baater/nimbus-230r,3,3,1,18,4,0,0
/en/Baater/nimbus-250-r,3,2,1.5,15.5,8,0,0
/en/Baater/nimbus-30s,3,3,1,81.33333333333333,11,0,0
/en/Baater/targa-27.1,3,2,1.5,9,11,0,0
/en/Baater/windy-39-camira,3,3,1,73.33333333333333,4,0,0
/post/2022-goldfish-30-sport-for-salg,3,3,1,16.333333333333332,8,0,0
/post/høyhastighetskurs,3,3,1,9,10,0,0
/post/nimbus-250r-for-salg,3,3,1,9,11,0,0
/post/princess-68-for-salg,3,3,1,0.6666666666666666,10,0,0
/post/solgt-chris-craft-carina-21,3,3,1,6.333333333333333,10,0,0
/post/solgt-cormate-23-super-utility,3,3,1,0.3333333333333333,10,0,0
/post/solgt-hanse-355,3,3,1,2.6666666666666665,9,0,0
/post/solgt-nimbus-250r,3,4,0.75,11.75,12,0,0
/post/solgt-nimbus-300r,3,3,1,8.333333333333334,10,0,0
/post/solgt-nimbus-300r-1,3,3,1,9.333333333333334,8,0,0
/Baater/bertram-37-convertible,2,2,1,36,4,0,0
/Baater/carver-396-aft-cabin,2,1,2,0,7,0,0
/Baater/hydrolift-c-2,2,1,2,2,7,0,0
/Baater/jeanneau-sun-,2,2,1,9.5,7,0,0
/Baater/m/y-illusion-plus,2,2,1,0,6,0,0
/Baater/princess-68,2,2,1,0,6,0,0
/baater/nimbus-230r,2,1,2,39,4,0,0
/baater/scand,2,1,2,0,3,0,0
/baater/scand-baltic-29,2,2,1,31.5,6,0,0
/baater/swan-48,2,1,2,50,5,0,0
/blogg/categories/markedsnyheter/page/4,2,2,1,8,8,0,0
/blogg/page/5,2,2,1,12,7,0,0
/blogg/tags/kroatia,2,2,1,10,3,0,0
/blogg/tags/motorbåt,2,2,1,5.5,5,0,0
/blogg/tags/solgt,2,2,1,4,4,0,0
/en/Baater/bavaria-40-cruiser,2,2,1,5.5,8,0,0
/en/Baater/bavaria-s36-ht,2,2,1,14,4,0,0
/en/Baater/beneteau-oceanis-37,2,2,1,10,7,0,0
/en/Baater/goldfish-28-rib,2,1,2,19,4,0,0
/en/Baater/goldfish-29-sport,2,2,1,128.5,7,0,0
/en/Baater/hanse-355,2,2,1,27,8,0,0
/en/Baater/nidelv-725-sport,2,2,1,4.5,9,0,0
/en/Baater/nimbus-230r---2007,2,2,1,25,2,0,0
/en/Baater/nimbus-230r---bensin,2,2,1,119.5,4,0,0
/en/Baater/nord-west-370-coupé,2,1,2,22,3,0,0
/en/Baater/nordkapp-grand-coupe-905---2x300hk,2,2,1,3.5,6,0,0
/en/Baater/sandvik-945,2,2,1,15.5,2,0,0
/en/Baater/saxdor-320-gtc,2,2,1,28,5,0,0
/en/Baater/scand-baltic-29,2,2,1,16,5,0,0
/en/Baater/seaside-23,2,2,1,90.5,3,0,0
/en/post/quicksilver-905-pilothouse-for-salg,2,1,2,14,2,0,0
/post/azimut-atlantis-40-ht-for-salg,2,2,1,31,3,0,0
/post/er-dette-norges-råeste-solskinnsbåt-axopar-37-suntop-walkthrough,2,2,1,68.5,2,0,0
/post/nimbus-320-coupé-for-salg,2,2,1,2,5,0,0
/post/ny-medarbeider-møt-jeanette,2,2,1,3,5,0,0
/post/ny-nordkapp-airborne-7-ødelagt-hiv-og-hoy-ep-37,2,2,1,0.5,6,0,0
/post/princess-25m-nå-registrert-i-nor,2,2,1,10,6,0,0
/post/skal-vi-kjøpe-båt-hiv-og-hoy-ep-38,2,2,1,0,6,0,0
/post/solgt-bavaria-vision-40,2,1,2,53,2,0,0
/post/solgt-goldfish-28-tender,2,2,1,0,8,0,0
/post/solgt-nidelv-725-sport,2,2,1,2.5,7,0,0
/post/solgt-nimbus-320-coupe,2,2,1,12,8,0,0
/post/solgt-targa-27-1,2,1,2,4,6,0,0
/Baater/bavaria-330-sport-ht,1,1,1,95,4,0,0
/Baater/bavaria-35-sport@,1,1,1,0,2,0,0
/Baater/bavaria-s36-h,1,1,1,2,4,0,0
/Baater/capelli-900-wa-båten-ligger-i-nærheten-av-tøns,1,1,1,0,3,0,0
/Baater/chris-craft-25-corsair---2004,1,1,1,0,3,0,0
/Baater/colin-archer-,1,1,1,0,3,0,0
/Baater/delphia-40.3-(35/35),1,1,1,23,4,0,0
/Baater/expression-29,1,1,1,0,3,0,0
/Baater/failine-targa-37,1,1,1,6,4,0,0
/Baater/fairline-squadron,1,1,1,0,3,0,0
/Baater/fairline-squadron-,1,1,1,0,3,0,0
/Baater/fairline-squadron-55-(51,1,1,1,2,4,0,0
/Baater/goldfish-30-,1,1,1,0,3,0,0
/Baater/grand-banks-52,1,1,1,51,4,0,0
/Baater/grand-banks-52-europ,1,1,1,2,4,0,0
/Baater/jeanneau--sun-odyssey-519,1,1,1,0,1,0,0
/Baater/jeanneau-sun-odyssey-36,1,1,1,0,3,0,0
/Baater/m,1,1,1,0,1,0,0
/Baater/m...,1,1,1,5,4,0,0
/Baater/scand-baltic-29/baater/scand,1,1,1,1,2,0,0
/Baater/skorgenes-sonic-445-fly4,1,1,1,3,4,0,0
/Baater/windy-28,1,1,1,0,3,0,0
/Baater/windy-28-ghibli,1,1,1,0,2,0,0
/Baater/windy-35-khamsin-2008,1,1,1,1,2,0,0
/Baater/windy-35-khamsin-2008-d6-37,1,1,1,2,4,0,0
/baater/colin-archer-40,1,1,1,0,3,0,0
/baater/goldfish-30-sport,1,1,1,0,1,0,0
/baater/grand-banks-52-europa,1,1,1,0,3,0,0
/baater/nimbus,1,1,1,8,2,0,0
/baater/princess-415,1,1,1,0,1,0,0
/baater/skorgenes-sonic-445-fly,1,1,1,7,4,0,0
/blogg/categories/markedsnyheter/page/5,1,1,1,7,4,0,0
/blogg/categories/mnedens-bt,1,1,1,0,3,0,0
/blogg/search/candela,1,1,1,18,2,0,0
/blogg/search/qy,1,1,1,2,2,0,0
/blogg/search/vhf,1,1,1,2,2,0,0
/blogg/tags/enduro,1,1,1,0,3,0,0
/blogg/tags/floating,1,1,1,0,3,0,0
/blogg/tags/frankrike,1,1,1,31,1,0,0
/blogg/tags/import,1,1,1,20,2,0,0
/blogg/tags/ledigstilling,1,1,1,30,1,0,0
/blogg/tags/marex,1,1,1,0,3,0,0
/blogg/tags/mva,1,1,1,0,3,0,0
/blogg/tags/platform,1,1,1,15,1,0,0
/blogg/tags/tax-paid,1,1,1,177,1,0,0
/blogg/tags/teak,1,1,1,0,3,0,0
/blogg/tags/til-salgs,1,1,1,26,1,0,0
/blogg/tags/tyrkia,1,1,1,143,1,0,0
/en/Baater/aquador-26-dc,1,1,1,10,4,0,0
/en/Baater/askeladden-c80-cruiser,1,1,1,96,4,0,0
/en/Baater/axopar-25-cross-bow,1,1,1,6,4,0,0
/en/Baater/axopar-28-cabin,1,1,1,12,4,0,0
/en/Baater/bavaria-360-sport-open,1,1,1,6,4,0,0
/en/Baater/bavaria-37-ac,1,1,1,11,4,0,0
/en/Baater/delphia-40.3,1,1,1,87,1,0,0
/en/Baater/dufour-385-gl,1,0,0,0,2,0,0
/en/Baater/fairline-phantom-48,1,1,1,2,4,0,0
/en/Baater/fjord-40-open,1,1,1,57,1,0,0
/en/Baater/fjord-40-open---2007,1,1,1,7,2,0,0
/en/Baater/goldfish-29-sport---2016,1,1,1,17,1,0,0
/en/Baater/goldfish-30-sport---2022,1,1,1,2,4,0,0
/en/Baater/goldfish-30-sport---2022-,1,1,1,46,1,0,0
/en/Baater/grandezza-27s,1,1,1,0,3,0,0
/en/Baater/hydrolift-s24-diablo,1,1,1,6,1,0,0
/en/Baater/jeanneau-sun-odyssey-36i,1,1,1,19,2,0,0
/en/Baater/jeanneau-sun-odyssey-519medlem,1,1,1,0,1,0,0
/en/Baater/lagoon-39,1,1,1,0,3,0,0
/en/Baater/lagoon-560-s2,1,1,1,101,1,0,0
/en/Baater/nimbus-230-r,1,1,1,30,4,0,0
/en/Baater/nimbus-250r-mkii,1,1,1,0,3,0,0
/en/Baater/nimbus-280-coupé,1,1,1,62,4,0,0
/en/Baater/nimbus-35-nova-ht,1,1,1,24,1,0,0
/en/Baater/nordkapp-760-noblesse,1,1,1,3,4,0,0
/en/Baater/ryck-280-m/-mercury-verado-350hk,1,1,1,23,1,0,0
/en/Baater/seabreacher-z,1,1,1,0,3,0,0
/en/Baater/vandutch-40-open---2008,1,1,1,83,1,0,0
/en/Baater/windy-35-khamsin-2008-d6-370,1,1,1,347,3,0,0
/en/post/ledig-stilling-båtmegler-trainee-juniormegler,1,1,1,1,2,0,0
/en/post/ledig-stilling-båtmegler-trainee-juniormegler-1,1,1,1,0,1,0,0
/en/post/stormway-925-rib-selges,1,1,1,1,2,0,0
/post/2018-goldfish-23-tender-mkii-for-salg,1,1,1,29,3,0,0
/post/2021-marex-360cc-for-salg,1,1,1,15,4,0,0
/post/axopar-37-sc-for-salg,1,1,1,7,4,0,0
/post/bavaria-37-cruiser-for-salg,1,1,1,22,4,0,0
/post/båter-ønskes-kjøpt,1,1,1,0,3,0,0
/post/capelli-tempest-1000-for-salg,1,1,1,69,2,0,0
/post/chris-craft-25-corsair-for-salg,1,1,1,0,3,0,0
/post/dufour-385-gl-for-salg,1,1,1,27,5,0,0
/post/goldfish-29-sport-for-salg-1,1,1,1,0,3,0,0
/post/helt-nye-candela-c-8-er-lansert,1,1,1,18,2,0,0
/post/hoy-pod-ep-2-blytung-norsk-båtøkonomi-rødts-yachtskatt-og-tvangsauksjon-av-russiske-fartøy,1,1,1,92,2,0,0
/post/kjøreregler-for-et-lykkeligere-båtliv,1,1,1,37,2,0,0
/post/kommer-for-salg-goldfish-28-tender,1,1,1,0,3,0,0
/post/kommer-for-salg-windy-kharma-26,1,1,1,7,2,0,0
/post/kragstad-partners-video-update-ep-2,1,1,1,8,4,0,0
/post/ledig-stilling-btmegler-trainee-juniormegler-1,1,1,1,0,3,0,0
/post/login,1,1,1,48,6,0,0
/post/solgt-2011-goldfish-23-tender,1,1,1,0,5,0,0
/post/solgt-axopar-37-sports-cabin,1,1,1,0,3,0,0
/post/solgt-carver-396-ac,1,1,1,3,3,0,0
/post/solgt-cormate-t-27,1,2,0.5,9,5,0,0
/post/solgt-goldfish-29-sport,1,1,1,64,4,0,0
/post/solgt-marex-370-acc,1,1,1,4,4,0,0
/post/solgt-nimbus-280-coupé,1,1,1,7,4,0,0
/post/solgt-nimbus-320-coupé,1,1,1,1,3,0,0
/post/solgt-nordkapp-enduro-705,1,1,1,0,3,0,0
/post/solgt-nordkapp-noblesse-720,1,1,1,43,1,0,0
/post/solgt-pershing-64,1,1,1,12,4,0,0
/post/solgt-princess-v52,1,1,1,51,4,0,0
/post/solgt-saffier-se-33-ud,1,1,1,121,1,0,0
/Baater/Nidelv-725-Sport,0,1,0,7,1,0,0
/Baater/Sargo-25,0,2,0,10.5,2,0,0
/blogg/search/drømmebåt,0,1,0,10,1,0,0
/en/Baater/beneteau-swift-trawler-34,0,1,0,0,3,0,0
/post/høsten-2021-hva-skjer-i-båtmarkedet,0,1,0,0,2,0,0
